ISO3,Year,gdp_growth_2030,poverty_2030,resilience_2030,scenario
AFG,2030,1.575615223955071e-05,0.6999999999999927,-0.3746613486792572,social_spending
ARG,2030,1.5174887000850281e-05,1.100166666666679,-0.05039918105560887,social_spending
AUS,2030,1.5163354751869277e-05,0.5000833333333333,0.7183876527313384,social_spending
BEL,2030,1.4833054701569968e-05,0.0,1.540680376720572,social_spending
BGD,2030,1.5170531765424331e-05,21.463075992063565,-0.3276684587813622,social_spending
CAN,2030,1.5019712818319509e-05,0.20000000000000195,0.7854649537992772,social_spending
CHN,2030,1.5005469643527914e-05,0.0,1.0729107155406972,social_spending
DEU,2030,1.48479174879659e-05,0.20000000000000195,1.6790514853627931,social_spending
ESP,2030,1.4921380918812756e-05,0.6999999999999927,0.9763299883492031,social_spending
FRA,2030,1.4838692916622903e-05,0.10000000000000098,1.4953081326616706,social_spending
GBR,2030,1.4860128319638301e-05,0.5000833333333333,1.265183374873239,social_spending
HRV,2030,1.4896595680653684e-05,0.4000000000000039,0.28216569468289004,social_spending
IND,2030,1.514060863644146e-05,4.781079761904765,-0.13892811210505715,social_spending
IRN,2030,1.5117244447950068e-05,2.7586167328042435,-0.5072445652992376,social_spending
IRQ,2030,1.5635271837579487e-05,0.6999999999999927,-0.2702879581940306,social_spending
ISR,2030,1.5216157319695085e-05,0.5999166666666703,0.8946763567271115,social_spending
ITA,2030,1.4744425354933025e-05,0.5999166666666703,1.0507740426652894,social_spending
JPN,2030,1.5116869858598817e-05,1.0998333333333457,0.12691678714496538,social_spending
LKA,2030,1.5090239296660894e-05,2.5097419973545003,-0.14025024095659766,social_spending
PAK,2030,1.512854276190631e-05,15.752329761904784,-0.43720048592913835,social_spending
PRT,2030,1.4879629842938575e-05,0.20000000000000195,0.4922062532002074,social_spending
RUS,2030,1.5041462024121546e-05,0.20000000000000195,0.6127671098009131,social_spending
SAU,2030,1.5247467047884139e-05,0.6999999999999927,0.5799739578627121,social_spending
SWE,2030,1.4864416335257062e-05,1.2062500000000065,0.8919525039406402,social_spending
USA,2030,1.4888807127655005e-05,1.0998333333333457,0.7916451303501859,social_spending
